169724328, 3867888838
3089920557, 319303459
1525572648, 1921524503
2402156327, 1952515788
1893256191, 2200221663
464014030, 1015139869
4287726797, 708094268
3491700125, 3387314512
772463658, 1086757755
1822691496, 4185859301
3437403813, 2587094368
320570332, 1569993116
2626520994, 1489418454
3064821257, 2407064766
2863817292, 335308652
391480522, 3471448796
503820955, 1367441706
2878498109, 359720261
3995389594, 2428412487
240818366, 1322472770
629047987, 1754910421
4255284038, 1535582922
1647312277, 2224648240
2816662602, 3694731926
1827342041, 1998711134
3160024285, 3029114584
340521290, 1869225243
1124380027, 2650232656
4096832548, 2897021065
3790430535, 1212565492
1324440854, 1974971487
3745103601, 311528846
4171203398, 2871953456
1555587971, 4223736334
3865028522, 3043714513
1900097553, 1734967793
3100116337, 694765291
719540242, 2528237713
1245759097, 807584817
873460913, 1572868528
25262299, 1038536929
565089277, 1817006140
2515617931, 1041808480
803339183, 3539070186
451978634, 1181908857
3553484105, 3071500241
1680774932, 2803379098
4132558608, 437578265
3646850117, 425040033
4280776361, 1585482097
2307845069, 1833514632
2641338468, 1590298878
2627136050, 4061056590
2866036148, 1031534846
1076612353, 1067740422
1057171672, 1031836426
2410877297, 452881360
1766080466, 3952694825
3318542556, 3023327653
1725171478, 3784064932
1348692745, 3941753309
2792279381, 3492979866
4150361728, 1456447147
824959962, 1139266410
844751671, 1304185000
2877858133, 1867214937
3826410838, 1463073477
3283082567, 3044218318
3318381913, 3806217059
3567918074, 3604264006
3847799511, 2426859484
4288320531, 2990731563
529843243, 4148980803
3508911554, 2247439277
2374428906, 2036982327
1919338685, 407359197
119888249, 996566140
3553452565, 4254119664
1388084530, 4215342909
838553288, 2292188342
843316881, 3729815694
2619089976, 2225258983
2985319636, 28578346
69978075, 3797388448
714395628, 1075348185
4141099977, 4107049455
3703513772, 3480156380
541946100, 422072174
1357214220, 3874745032
4097184856, 4170152506
152460814, 706436000
2105409969, 2115209887
1904788872, 2572920478
3717588279, 683197770
3064860939, 1036899610
4184591803, 2509852747
1187632551, 567263074
1415371411, 1050500655
110117436, 2940333989
899934245, 1194149477
2541007666, 1161439019
1392981455, 1401640548
4089958449, 344014055
3150258310, 2852021051
365793425, 1260691830
3848505022, 713080305
316509907, 3737665900
1510990848, 2725493876
1660664171, 3190711961
1680781929, 816099319
3338850490, 2998444654
2318076960, 205714164
4284589597, 648760876
111893920, 696674503
537378873, 1361442951
3301125406, 1254642468
3759701695, 1535065566
2329357431, 347199737
2119129893, 3692991844
3421613248, 2648716346
2850992591, 3759459117
1765289675, 2055043498
3824170551, 4239368120
887162807, 2696354540
1923399204, 585562322
2647057202, 4275658728
3722445286, 1401159710
392965524, 374122331
3948734319, 161331727
158031824, 3065368371
636518671, 3988873439
2959922561, 3434949183
1045919898, 433720014
3832672116, 2269457101
3231393768, 3547282473
1286022227, 3594118214
3144970208, 2263534308
3569549862, 3679608669
3452665617, 1791641003
24129333, 182001869
1409602581, 2779936090
339639056, 2736807060
526887223, 3692460577
786499580, 970994242
2472910445, 3742895029
668792125, 3247212891
631921492, 143480212
2750051720, 2287945370
3660671577, 4181751387
2142457481, 1329128697
1253209664, 1962060985
1786454609, 4264491920
2643301130, 3283195611
1032744935, 2581535079
375524250, 6685378
2530967625, 1545482425
2425231999, 528992421
3581139680, 784100913
3399188993, 249067816
484081647, 2846312624
123069581, 2113822355
2787480507, 4215197163
1572773601, 2504943170
1417843443, 373313370
2677049635, 1373411285
3473807965, 1609012076
1245079027, 3918352596
868306601, 2463587378
721845771, 72006045
3196602268, 195234399
